Subject	Group	GameNb	ISI	IRI
AUPXYEKITX8UT	Coupled	7	463.53465346534654	479.95628415300547
AUPXYEKITX8UT	Coupled	8	456.15942028985506	484.8595041322314
AUPXYEKITX8UT	Coupled	9	462.3850267379679	492.4191616766467
AUPXYEKITX8UT	Coupled	10	447.99	478.20454545454544
AUPXYEKITX8UT	Coupled	11	469.5875	494.48275862068965
AUPXYEKITX8UT	Coupled	12	472.45871559633025	496.45454545454544
AUPXYEKITX8UT	Coupled	13	460.25882352941176	484.9177489177489
AUPXYEKITX8UT	Coupled	14	464.7679324894515	493.6418604651163
AUPXYEKITX8UT	Coupled	15	431.3031674208145	495.2826086956522
AY4PZPXHSRCP5	Coupled	1	nan	nan
AY4PZPXHSRCP5	Coupled	2	nan	nan
AY4PZPXHSRCP5	Coupled	3	735.4090909090909	468.0530303030303
AY4PZPXHSRCP5	Coupled	4	590.3475609756098	465.82828282828285
AY4PZPXHSRCP5	Coupled	5	1036.0984848484848	514.1439393939394
AY4PZPXHSRCP5	Coupled	6	719.7829787234042	508.08181818181816
AY4PZPXHSRCP5	Coupled	7	793.7074468085107	496.24242424242425
AY4PZPXHSRCP5	Coupled	8	993.8421052631579	500.6
AY4PZPXHSRCP5	Coupled	9	651.1904761904761	497.7389705882353
AY4PZPXHSRCP5	Coupled	10	605.55	503.10791366906477
AY4PZPXHSRCP5	Coupled	11	718.5648854961833	491.5806451612903
AY4PZPXHSRCP5	Coupled	12	635.6891891891892	494.9836065573771
AY4PZPXHSRCP5	Coupled	13	767.7914110429448	539.4130434782609
AY4PZPXHSRCP5	Coupled	14	770.58	547.0647482014389
AY4PZPXHSRCP5	Coupled	15	644.296052631579	489.4
A1EP3XESXAG0EP	Coupled	1	522.1273885350319	493.472049689441
A1EP3XESXAG0EP	Coupled	2	457.4954128440367	475.6442307692308
A1EP3XESXAG0EP	Coupled	3	540.7608695652174	503.67692307692306
A1EP3XESXAG0EP	Coupled	4	491.747619047619	488.1690821256039
A1EP3XESXAG0EP	Coupled	5	600.1899441340782	512.0048309178744
A1EP3XESXAG0EP	Coupled	6	502.140243902439	501.03067484662574
A1EP3XESXAG0EP	Coupled	7	471.07471264367814	496.9259259259259
A1EP3XESXAG0EP	Coupled	8	442.24747474747477	495.82954545454544
A1EP3XESXAG0EP	Coupled	9	469.5068493150685	497.4379562043796
A1EP3XESXAG0EP	Coupled	10	461.502538071066	499.06145251396646
A1EP3XESXAG0EP	Coupled	11	486.2642487046632	492.741935483871
A1EP3XESXAG0EP	Coupled	12	442.17224880382776	485.76216216216216
A1EP3XESXAG0EP	Coupled	13	481.0421052631579	497.96685082872926
A1EP3XESXAG0EP	Coupled	14	477.39444444444445	497.4011976047904
A1EP3XESXAG0EP	Coupled	15	472.77292576419217	508.9323671497585
A2RY4MK1FONYH1	Coupled	1	539.6225806451613	499.2990936555891
A2RY4MK1FONYH1	Coupled	2	551.089430894309	490.59778597785976
A2RY4MK1FONYH1	Coupled	3	523.1804511278195	488.8175182481752
A2RY4MK1FONYH1	Coupled	4	493.23102310231025	502.5773195876289
A2RY4MK1FONYH1	Coupled	5	526.4296875	549.4462809917355
A2RY4MK1FONYH1	Coupled	6	498.81168831168833	509.9054054054054
A2RY4MK1FONYH1	Coupled	7	485.26666666666665	509.07784431137725
A2RY4MK1FONYH1	Coupled	8	471.95767195767195	509.47701149425285
A2RY4MK1FONYH1	Coupled	9	441.3890909090909	508.86497890295357
A2RY4MK1FONYH1	Coupled	10	465.331550802139	501.4261363636364
A2RY4MK1FONYH1	Coupled	11	494.3141762452107	506.921568627451
A2RY4MK1FONYH1	Coupled	12	442.67315175097275	501.17699115044246
A2RY4MK1FONYH1	Coupled	13	447.38955823293173	500.60730593607303
A2RY4MK1FONYH1	Coupled	14	440.1551724137931	496.27363184079604
A2RY4MK1FONYH1	Coupled	15	442.625	500.38690476190476
A2W8TJXW68442D	Coupled	1	751.5625	695.4864864864865
A2W8TJXW68442D	Coupled	2	472.66966966966964	510.9078947368421
A2W8TJXW68442D	Coupled	3	422.4046822742475	507.8524590163934
A2W8TJXW68442D	Coupled	4	464.10483870967744	493.8146551724138
A2W8TJXW68442D	Coupled	5	393.8848920863309	493.26363636363635
A2W8TJXW68442D	Coupled	6	425.67965367965365	487.5353535353535
A2W8TJXW68442D	Coupled	7	462.43650793650795	480.8965517241379
A2W8TJXW68442D	Coupled	8	448.9306358381503	482.2721518987342
A2W8TJXW68442D	Coupled	9	422.5014005602241	501.1744966442953
A2W8TJXW68442D	Coupled	10	428.9553072625698	496.22
A2W8TJXW68442D	Coupled	11	476.6077348066298	495.2988505747126
A2W8TJXW68442D	Coupled	12	448.8346456692913	490.0701754385965
A2W8TJXW68442D	Coupled	13	442.7183908045977	483.5584415584416
A2W8TJXW68442D	Coupled	14	426.52912621359224	501.35260115606934
A2W8TJXW68442D	Coupled	15	433.40416666666664	491.8558139534884
AY5OS6NZWVX22	Coupled	1	586.098814229249	530.25
AY5OS6NZWVX22	Coupled	2	592.515306122449	527.4227272727272
AY5OS6NZWVX22	Coupled	3	484.29777777777775	501.17289719626166
AY5OS6NZWVX22	Coupled	4	521.8953488372093	497.42285714285714
AY5OS6NZWVX22	Coupled	5	510.4218009478673	494.30331753554503
AY5OS6NZWVX22	Coupled	6	553.1485148514852	502.6542056074766
AY5OS6NZWVX22	Coupled	7	496.3484848484849	485.83458646616543
AY5OS6NZWVX22	Coupled	8	509.7011494252874	501.0846153846154
AY5OS6NZWVX22	Coupled	9	498.0833333333333	506.48333333333335
AY5OS6NZWVX22	Coupled	10	474.94160583941607	503.7190082644628
AY5OS6NZWVX22	Coupled	11	476.88235294117646	495.44545454545454
AY5OS6NZWVX22	Coupled	12	464.90234375	510.0652173913044
AY5OS6NZWVX22	Coupled	13	491.40686274509807	507.67015706806285
AY5OS6NZWVX22	Coupled	14	480.9731543624161	503.7368421052632
AY5OS6NZWVX22	Coupled	15	475.47169811320754	489.7635135135135
A1RV2LERVS0A4H	Coupled	1	nan	nan
A1RV2LERVS0A4H	Coupled	2	nan	nan
A1RV2LERVS0A4H	Coupled	3	nan	nan
A1RV2LERVS0A4H	Coupled	4	nan	nan
A1RV2LERVS0A4H	Coupled	5	461.30357142857144	513.7755102040817
A1RV2LERVS0A4H	Coupled	6	nan	nan
A1RV2LERVS0A4H	Coupled	7	nan	nan
A1RV2LERVS0A4H	Coupled	8	521.551724137931	523.2558139534884
A1RV2LERVS0A4H	Coupled	9	447.29059829059827	520.9396984924623
A1RV2LERVS0A4H	Coupled	10	nan	nan
A1RV2LERVS0A4H	Coupled	11	459.0054644808743	504.6424242424242
A1RV2LERVS0A4H	Coupled	12	591.1	501.0
A1RV2LERVS0A4H	Coupled	13	577.1508620689655	502.6577946768061
A1RV2LERVS0A4H	Coupled	14	620.9148936170212	493.5579399141631
A1RV2LERVS0A4H	Coupled	15	558.9277566539924	490.18150684931504
A2BFFKEYMCBFWW	Coupled	1	536.2336956521739	513.5820105820105
A2BFFKEYMCBFWW	Coupled	2	544.9594594594595	520.9563318777292
A2BFFKEYMCBFWW	Coupled	3	509.63677130044846	517.5164319248827
A2BFFKEYMCBFWW	Coupled	4	510.1466165413534	517.1875
A2BFFKEYMCBFWW	Coupled	5	498.951724137931	502.85
A2BFFKEYMCBFWW	Coupled	6	506.7843137254902	501.1708542713568
A2BFFKEYMCBFWW	Coupled	7	414.0625	391.06632653061223
A2BFFKEYMCBFWW	Coupled	8	521.0855855855856	497.783185840708
A2BFFKEYMCBFWW	Coupled	9	507.2992700729927	485.8768115942029
A2BFFKEYMCBFWW	Coupled	10	514.2797619047619	497.8343195266272
A2BFFKEYMCBFWW	Coupled	11	510.596	495.9482071713147
A2BFFKEYMCBFWW	Coupled	12	504.72777777777776	488.6166666666667
A2BFFKEYMCBFWW	Coupled	13	493.9921875	483.856
A2BFFKEYMCBFWW	Coupled	14	504.97872340425533	498.02150537634407
A2BFFKEYMCBFWW	Coupled	15	512.7074829931972	492.80405405405406
A3LA0JBSIW4MUI	Coupled	1	nan	nan
A3LA0JBSIW4MUI	Coupled	2	604.0521739130435	510.47211895910783
A3LA0JBSIW4MUI	Coupled	3	572.6734693877551	521.7888198757764
A3LA0JBSIW4MUI	Coupled	4	665.5502392344498	500.54151624548734
A3LA0JBSIW4MUI	Coupled	5	600.8060606060606	513.5416666666666
A3LA0JBSIW4MUI	Coupled	6	571.8214285714286	503.9462365591398
A3LA0JBSIW4MUI	Coupled	7	531.7307692307693	506.48148148148147
A3LA0JBSIW4MUI	Coupled	8	556.7747252747253	520.8963730569948
A3LA0JBSIW4MUI	Coupled	9	597.0622710622711	533.0596026490066
A3LA0JBSIW4MUI	Coupled	10	548.9848484848485	503.0422535211268
A3LA0JBSIW4MUI	Coupled	11	566.2631578947369	512.5333333333333
A3LA0JBSIW4MUI	Coupled	12	547.6533333333333	515.7051282051282
A3LA0JBSIW4MUI	Coupled	13	569.9058823529411	511.2245989304813
A3LA0JBSIW4MUI	Coupled	14	552.2478260869565	517.3609958506224
A3LA0JBSIW4MUI	Coupled	15	527.5548780487804	514.3614457831326
A13YOOKZFZJJ10	Coupled	1	558.7509433962264	506.2068965517241
A13YOOKZFZJJ10	Coupled	2	558.3406593406594	513.1197916666666
A13YOOKZFZJJ10	Coupled	3	532.9563318777292	503.2457627118644
A13YOOKZFZJJ10	Coupled	4	500.3550724637681	502.52272727272725
A13YOOKZFZJJ10	Coupled	5	528.1449275362319	530.7313432835821
A13YOOKZFZJJ10	Coupled	6	557.2723004694835	524.4727272727273
A13YOOKZFZJJ10	Coupled	7	536.9050632911392	511.55625
A13YOOKZFZJJ10	Coupled	8	500.73399014778323	500.68367346938777
A13YOOKZFZJJ10	Coupled	9	469.53879310344826	438.56611570247935
A13YOOKZFZJJ10	Coupled	10	530.7865853658536	497.6047904191617
A13YOOKZFZJJ10	Coupled	11	506.9315789473684	522.4067796610169
A13YOOKZFZJJ10	Coupled	12	500.14410480349346	507.1743119266055
A13YOOKZFZJJ10	Coupled	13	498.9290322580645	520.1748251748252
A13YOOKZFZJJ10	Coupled	14	496.43203883495147	512.2395833333334
A13YOOKZFZJJ10	Coupled	15	542.1456953642385	501.6233766233766
A3IGG3RX4HXUV9	Coupled	1	nan	nan
A3IGG3RX4HXUV9	Coupled	2	nan	nan
A3IGG3RX4HXUV9	Coupled	3	596.1878172588832	495.63713080168776
A3IGG3RX4HXUV9	Coupled	4	672.1151515151515	454.33613445378154
A3IGG3RX4HXUV9	Coupled	5	728.3943661971831	488.50485436893206
A3IGG3RX4HXUV9	Coupled	6	696.7669902912621	462.1456953642384
A3IGG3RX4HXUV9	Coupled	7	729.1263157894737	471.9507042253521
A3IGG3RX4HXUV9	Coupled	8	770.0568181818181	590.2566371681415
A3IGG3RX4HXUV9	Coupled	9	903.7062937062936	520.5532786885246
A3IGG3RX4HXUV9	Coupled	10	998.009900990099	623.75625
A3IGG3RX4HXUV9	Coupled	11	786.0666666666667	463.15942028985506
A3IGG3RX4HXUV9	Coupled	12	621.506329113924	460.5769230769231
A3IGG3RX4HXUV9	Coupled	13	717.1607142857143	454.6015325670498
A3IGG3RX4HXUV9	Coupled	14	887.7	526.8939393939394
A3IGG3RX4HXUV9	Coupled	15	774.1071428571429	478.7415730337079
AQXRHIMQ7UK7O	Coupled	1	nan	nan
AQXRHIMQ7UK7O	Coupled	2	472.9520766773163	501.3732876712329
AQXRHIMQ7UK7O	Coupled	3	508.94117647058823	492.47407407407405
AQXRHIMQ7UK7O	Coupled	4	499.65562913907286	506.2112676056338
AQXRHIMQ7UK7O	Coupled	5	587.9321266968326	504.58565737051794
AQXRHIMQ7UK7O	Coupled	6	494.3348623853211	509.2835820895522
AQXRHIMQ7UK7O	Coupled	7	524.6410256410256	506.3829787234043
AQXRHIMQ7UK7O	Coupled	8	519.0343137254902	497.47058823529414
AQXRHIMQ7UK7O	Coupled	9	503.203125	499.2756756756757
AQXRHIMQ7UK7O	Coupled	10	507.2391304347826	509.2931034482759
AQXRHIMQ7UK7O	Coupled	11	490.97938144329896	494.7103825136612
AQXRHIMQ7UK7O	Coupled	12	506.7039106145251	507.76162790697674
AQXRHIMQ7UK7O	Coupled	13	508.22151898734177	492.1483870967742
AQXRHIMQ7UK7O	Coupled	14	512.8496732026143	522.1111111111111
AQXRHIMQ7UK7O	Coupled	15	521.7906976744187	515.7692307692307
ASZBND3G5UYJG	Coupled	1	nan	nan
ASZBND3G5UYJG	Coupled	2	nan	nan
ASZBND3G5UYJG	Coupled	3	545.6023622047244	505.0882352941176
ASZBND3G5UYJG	Coupled	4	639.0897435897435	516.3232323232323
ASZBND3G5UYJG	Coupled	5	nan	nan
ASZBND3G5UYJG	Coupled	6	nan	nan
ASZBND3G5UYJG	Coupled	7	nan	nan
ASZBND3G5UYJG	Coupled	8	nan	nan
ASZBND3G5UYJG	Coupled	9	623.2027027027027	463.8958333333333
ASZBND3G5UYJG	Coupled	10	nan	nan
ASZBND3G5UYJG	Coupled	11	nan	nan
ASZBND3G5UYJG	Coupled	12	nan	nan
ASZBND3G5UYJG	Coupled	13	551.3958333333334	466.57738095238096
ASZBND3G5UYJG	Coupled	14	543.9158878504672	476.4957264957265
ASZBND3G5UYJG	Coupled	15	537.8447653429603	469.0705128205128
AXMPSUNKUBEIL	Coupled	1	950.4587155963303	514.58
AXMPSUNKUBEIL	Coupled	2	516.1910112359551	508.2857142857143
AXMPSUNKUBEIL	Coupled	3	617.0287769784172	533.6451612903226
AXMPSUNKUBEIL	Coupled	4	521.4044444444445	527.4675925925926
AXMPSUNKUBEIL	Coupled	5	521.9763313609468	528.3540372670808
AXMPSUNKUBEIL	Coupled	6	518.058064516129	516.8843537414966
AXMPSUNKUBEIL	Coupled	7	501.2244897959184	513.759825327511
AXMPSUNKUBEIL	Coupled	8	513.015	533.5215053763441
AXMPSUNKUBEIL	Coupled	9	515.5611111111111	506.16477272727275
AXMPSUNKUBEIL	Coupled	10	505.43093922651934	521.625
AXMPSUNKUBEIL	Coupled	11	507.4268292682927	500.32704402515725
AXMPSUNKUBEIL	Coupled	12	504.0315789473684	511.7900552486188
AXMPSUNKUBEIL	Coupled	13	510.63829787234044	514.437037037037
AXMPSUNKUBEIL	Coupled	14	516.8383838383838	517.2774869109948
AXMPSUNKUBEIL	Coupled	15	511.09139784946234	503.0
AZ8NBOTCBCLKG	Coupled	1	nan	nan
AZ8NBOTCBCLKG	Coupled	2	nan	nan
AZ8NBOTCBCLKG	Coupled	3	635.9301075268817	504.9519650655022
AZ8NBOTCBCLKG	Coupled	4	nan	nan
AZ8NBOTCBCLKG	Coupled	5	746.3424657534247	492.9661538461539
AZ8NBOTCBCLKG	Coupled	6	567.8025751072961	489.89772727272725
AZ8NBOTCBCLKG	Coupled	7	738.1333333333333	493.8854961832061
AZ8NBOTCBCLKG	Coupled	8	567.077738515901	514.9935275080907
AZ8NBOTCBCLKG	Coupled	9	646.6211453744494	483.1066666666667
AZ8NBOTCBCLKG	Coupled	10	666.5540540540541	493.8223350253807
AZ8NBOTCBCLKG	Coupled	11	625.2142857142857	501.76719576719574
AZ8NBOTCBCLKG	Coupled	12	941.4191176470588	575.7963800904978
AZ8NBOTCBCLKG	Coupled	13	777.4805194805194	651.8444444444444
AZ8NBOTCBCLKG	Coupled	14	616.6666666666666	482.43243243243245
AZ8NBOTCBCLKG	Coupled	15	574.8650793650794	513.9820788530466
